timestamp,host,host_ip,port,method,content_type,scheme,url,path,final_url,title,status_code,chain_status_codes,webserver,tech,cdn,cdn_name,cdn_type,a
2026-01-16T19:53:01.750724926+01:00,autorola-integration-fileshare.staging2.autorola.com,3.174.18.67,443,GET,application/xml,https,https://autorola-integration-fileshare.staging2.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.12"",""3.174.18.60"",""3.174.18.67"",""3.174.18.59""]"
2026-01-16T19:53:01.770817738+01:00,autorola-integration-fileshare.dev1.autorola.com,18.173.5.90,443,GET,application/xml,https,https://autorola-integration-fileshare.dev1.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""18.173.5.125"",""18.173.5.122"",""18.173.5.90"",""18.173.5.126""]"
2026-01-16T19:53:01.775465991+01:00,autorola-talend-cardesc.autorola.com,3.174.18.36,443,GET,application/xml,https,https://autorola-talend-cardesc.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.87"",""3.174.18.115"",""3.174.18.29"",""3.174.18.36""]"
2026-01-16T19:53:01.861530568+01:00,autorola-integration-fileshare.uat1.autorola.com,3.174.18.75,443,GET,application/xml,https,https://autorola-integration-fileshare.uat1.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.123"",""3.174.18.47"",""3.174.18.75"",""3.174.18.90""]"
2026-01-16T19:53:02.052907746+01:00,autorola-integration-fileshare.prod1.autorola.com,3.174.18.71,443,GET,application/xml,https,https://autorola-integration-fileshare.prod1.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.113"",""3.174.18.119"",""3.174.18.71"",""3.174.18.109""]"
2026-01-16T19:53:02.09252873+01:00,autorola-office-it.artifacts.autorola.com,3.174.18.44,443,GET,application/xml,https,https://autorola-office-it.artifacts.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.69"",""3.174.18.104"",""3.174.18.44"",""3.174.18.54""]"
2026-01-16T19:53:02.223846264+01:00,ald-documents.mp.autorola.com,3.174.18.121,443,GET,application/xml,https,https://ald-documents.mp.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.3"",""3.174.18.121"",""3.174.18.97"",""3.174.18.43""]"
2026-01-16T19:53:02.696900541+01:00,autorola-talend-cardesc.staging2.autorola.com,18.173.5.99,443,GET,application/xml,https,https://autorola-talend-cardesc.staging2.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""18.173.5.41"",""18.173.5.18"",""18.173.5.99"",""18.173.5.25""]"
2026-01-16T19:53:02.732562519+01:00,avads-gold-qc.etl-mp-dev.autorola.com,18.192.130.38,443,GET,text/html,https,https://avads-gold-qc.etl-mp-dev.autorola.com,/,,302 Found,302,,awselb/2.0,"[""Amazon ELB"",""Amazon Web Services""]",false,aws,cloud,"[""3.126.241.179"",""18.192.130.38""]"
2026-01-16T19:53:02.757704337+01:00,cdn.mp.uat1.autorola.com,3.174.18.99,443,GET,application/xml,https,https://cdn.mp.uat1.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.39"",""3.174.18.90"",""3.174.18.99"",""3.174.18.103""]"
2026-01-16T19:53:02.76029307+01:00,claimservice.mp.staging2.autorola.com,3.174.18.60,443,GET,application/xml,https,https://claimservice.mp.staging2.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.70"",""3.174.18.60"",""3.174.18.88"",""3.174.18.56""]"
2026-01-16T19:53:02.768263148+01:00,cdn.mp.staging2.autorola.com,3.174.18.59,443,GET,application/xml,https,https://cdn.mp.staging2.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.52"",""3.174.18.101"",""3.174.18.51"",""3.174.18.59""]"
2026-01-16T19:53:02.771099104+01:00,autorola-talend-cardesc.uat1.autorola.com,3.174.18.39,443,GET,application/xml,https,https://autorola-talend-cardesc.uat1.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.39"",""3.174.18.33"",""3.174.18.90"",""3.174.18.8""]"
2026-01-16T19:53:02.817686957+01:00,cms.mp.autorola.com,3.174.18.18,443,GET,application/xml,https,https://cms.mp.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.80"",""3.174.18.111"",""3.174.18.18"",""3.174.18.128""]"
2026-01-16T19:53:02.868077423+01:00,claimservice.mp.autorola.com,3.174.18.63,443,GET,application/xml,https,https://claimservice.mp.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.63"",""3.174.18.68"",""3.174.18.129"",""3.174.18.55""]"
2026-01-16T19:53:02.877911481+01:00,claimservice.mp.dev1.autorola.com,3.174.18.64,443,GET,application/xml,https,https://claimservice.mp.dev1.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.73"",""3.174.18.64"",""3.174.18.85"",""3.174.18.8""]"
2026-01-16T19:53:02.880481506+01:00,cdn.mp.autorola.com,3.174.18.116,443,GET,application/xml,https,https://cdn.mp.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.18"",""3.174.18.99"",""3.174.18.116"",""3.174.18.68""]"
2026-01-16T19:53:02.908481256+01:00,cdn.mp.dev1.autorola.com,3.174.18.116,443,GET,application/xml,https,https://cdn.mp.dev1.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.56"",""3.174.18.38"",""3.174.18.116"",""3.174.18.52""]"
2026-01-16T19:53:03.039140153+01:00,claimservice.mp.uat1.autorola.com,3.174.18.34,443,GET,application/xml,https,https://claimservice.mp.uat1.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.34"",""3.174.18.76"",""3.174.18.82"",""3.174.18.97""]"
2026-01-16T19:53:03.380319003+01:00,awis.autorola.com,3.174.18.16,443,GET,application/json,https,https://awis.autorola.com,/,,,500,,,"[""Amazon CloudFront"",""Amazon Web Services""]",true,cloudfront,cdn,"[""3.174.18.57"",""3.174.18.56"",""3.174.18.16"",""3.174.18.20""]"
2026-01-16T19:53:03.401803363+01:00,auction-au.dev1.autorola.com,18.173.5.37,443,GET,text/html,https,https://auction-au.dev1.autorola.com,/,,Online car auction - buy and sell cars,200,,nginx,"[""Amazon CloudFront"",""Amazon Web Services"",""HSTS"",""HTTP/3"",""Java"",""Lightbox"",""Nginx"",""Osano"",""jQuery UI:1.13.2"",""jQuery:3.6.0""]",true,cloudfront,cdn,"[""18.173.5.13"",""18.173.5.70"",""18.173.5.115"",""18.173.5.37""]"
2026-01-16T19:53:03.464276818+01:00,auction-au.uat1.autorola.com,18.173.5.70,443,GET,text/html,https,https://auction-au.uat1.autorola.com,/,,Online car auction - buy and sell cars,200,,nginx,"[""Amazon CloudFront"",""Amazon Web Services"",""HSTS"",""HTTP/3"",""Java"",""Lightbox"",""Nginx"",""Osano"",""jQuery UI:1.13.2"",""jQuery:3.6.0""]",true,cloudfront,cdn,"[""18.173.5.70"",""18.173.5.37"",""18.173.5.115"",""18.173.5.13""]"
2026-01-16T19:53:03.450517042+01:00,auction-br.dev1.autorola.com,18.173.5.37,443,GET,text/html,https,https://auction-br.dev1.autorola.com,/,,Online car auction - buy and sell cars,200,,nginx,"[""Amazon CloudFront"",""Amazon Web Services"",""HSTS"",""HTTP/3"",""Java"",""Lightbox"",""Nginx"",""Osano"",""jQuery UI:1.13.2"",""jQuery:3.6.0""]",true,cloudfront,cdn,"[""18.173.5.70"",""18.173.5.115"",""18.173.5.13"",""18.173.5.37""]"
2026-01-16T19:53:03.553698997+01:00,auction-au.staging2.autorola.com,18.173.5.37,443,GET,text/html,https,https://auction-au.staging2.autorola.com,/,,Online car auction - buy and sell cars,200,,nginx,"[""Amazon CloudFront"",""Amazon Web Services"",""HSTS"",""HTTP/3"",""Java"",""Lightbox"",""Nginx"",""Osano"",""jQuery UI:1.13.2"",""jQuery:3.6.0""]",true,cloudfront,cdn,"[""18.173.5.37"",""18.173.5.70"",""18.173.5.115"",""18.173.5.13""]"
2026-01-16T19:53:03.536593638+01:00,auction-com.prod1.autorola.com,18.173.5.13,443,GET,text/html,https,https://auction-com.prod1.autorola.com,/,,Online car auction - buy and sell cars,200,,nginx,"[""Amazon CloudFront"",""Amazon Web Services"",""HSTS"",""HTTP/3"",""Java"",""Lightbox"",""Nginx"",""Osano"",""jQuery UI:1.13.2"",""jQuery:3.6.0""]",true,cloudfront,cdn,"[""18.173.5.70"",""18.173.5.115"",""18.173.5.37"",""18.173.5.13""]"
2026-01-16T19:53:03.674443489+01:00,docs.simauc.dev1.autorola.com,3.174.18.13,443,GET,text/xml,https,https://docs.simauc.dev1.autorola.com,/,,,403,,CloudFront,"[""Amazon CloudFront"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.50"",""3.174.18.17"",""3.174.18.76"",""3.174.18.13""]"
2026-01-16T19:53:03.677308918+01:00,docs.simauc.prod1.autorola.com,3.174.18.114,443,GET,text/xml,https,https://docs.simauc.prod1.autorola.com,/,,,403,,CloudFront,"[""Amazon CloudFront"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.125"",""3.174.18.55"",""3.174.18.114"",""3.174.18.110""]"
2026-01-16T19:53:03.635638917+01:00,auction-int.uat1.autorola.com,18.173.5.13,443,GET,text/html,https,https://auction-int.uat1.autorola.com,/,,Online car auction - buy and sell cars,200,,nginx,"[""Amazon CloudFront"",""Amazon Web Services"",""HSTS"",""HTTP/3"",""Java"",""Lightbox"",""Nginx"",""Osano"",""jQuery UI:1.13.2"",""jQuery:3.6.0""]",true,cloudfront,cdn,"[""18.173.5.13"",""18.173.5.37"",""18.173.5.115"",""18.173.5.70""]"
2026-01-16T19:53:03.640873418+01:00,auction-br.staging2.autorola.com,18.173.5.70,443,GET,text/html,https,https://auction-br.staging2.autorola.com,/,,Online car auction - buy and sell cars,200,,nginx,"[""Amazon CloudFront"",""Amazon Web Services"",""HSTS"",""HTTP/3"",""Java"",""Lightbox"",""Nginx"",""Osano"",""jQuery UI:1.13.2"",""jQuery:3.6.0""]",true,cloudfront,cdn,"[""18.173.5.115"",""18.173.5.13"",""18.173.5.37"",""18.173.5.70""]"
2026-01-16T19:53:03.704885468+01:00,docs.simauc.uat1.autorola.com,3.174.18.15,443,GET,text/xml,https,https://docs.simauc.uat1.autorola.com,/,,,403,,CloudFront,"[""Amazon CloudFront"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.47"",""3.174.18.72"",""3.174.18.15"",""3.174.18.2""]"
2026-01-16T19:53:03.71432457+01:00,cms.mp.prod1.autorola.com,3.174.18.18,443,GET,application/xml,https,https://cms.mp.prod1.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.111"",""3.174.18.128"",""3.174.18.18"",""3.174.18.80""]"
2026-01-16T19:53:03.687123867+01:00,auction-me.dev1.autorola.com,18.173.5.13,443,GET,text/html,https,https://auction-me.dev1.autorola.com,/,,Online car auction - buy and sell cars,200,,nginx,"[""Amazon CloudFront"",""Amazon Web Services"",""HSTS"",""HTTP/3"",""Java"",""Lightbox"",""Nginx"",""Osano"",""jQuery UI:1.13.2"",""jQuery:3.6.0""]",true,cloudfront,cdn,"[""18.173.5.115"",""18.173.5.37"",""18.173.5.70"",""18.173.5.13""]"
2026-01-16T19:53:03.744418072+01:00,cms.mp.uat1.autorola.com,3.174.18.36,443,GET,application/xml,https,https://cms.mp.uat1.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.35"",""3.174.18.123"",""3.174.18.36"",""3.174.18.37""]"
2026-01-16T19:53:03.744850841+01:00,docs.simauc.staging2.autorola.com,3.174.18.112,443,GET,text/xml,https,https://docs.simauc.staging2.autorola.com,/,,,403,,CloudFront,"[""Amazon CloudFront"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.120"",""3.174.18.52"",""3.174.18.112"",""3.174.18.117""]"
2026-01-16T19:53:03.700713601+01:00,auction-au.prod1.autorola.com,18.173.5.115,443,GET,text/html,https,https://auction-au.prod1.autorola.com,/,,Online car auction - buy and sell cars,200,,nginx,"[""Amazon CloudFront"",""Amazon Web Services"",""HSTS"",""HTTP/3"",""Java"",""Lightbox"",""Nginx"",""Osano"",""jQuery UI:1.13.2"",""jQuery:3.6.0""]",true,cloudfront,cdn,"[""18.173.5.37"",""18.173.5.115"",""18.173.5.13"",""18.173.5.70""]"
2026-01-16T19:53:03.78467635+01:00,cms.mp.staging2.autorola.com,3.174.18.44,443,GET,application/xml,https,https://cms.mp.staging2.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.25"",""3.174.18.75"",""3.174.18.44"",""3.174.18.120""]"
2026-01-16T19:53:03.785128651+01:00,cms.mp.dev1.autorola.com,18.173.5.76,443,GET,application/xml,https,https://cms.mp.dev1.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""18.173.5.83"",""18.173.5.76"",""18.173.5.48"",""18.173.5.7""]"
2026-01-16T19:53:03.806891469+01:00,docs.vis.autorola.com,18.173.5.107,443,GET,application/xml,https,https://docs.vis.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""18.173.5.51"",""18.173.5.24"",""18.173.5.107"",""18.173.5.28""]"
2026-01-16T19:53:03.76604112+01:00,auction-br.prod1.autorola.com,18.173.5.115,443,GET,text/html,https,https://auction-br.prod1.autorola.com,/,,Online car auction - buy and sell cars,200,,nginx,"[""Amazon CloudFront"",""Amazon Web Services"",""HSTS"",""HTTP/3"",""Java"",""Lightbox"",""Nginx"",""Osano"",""jQuery UI:1.13.2"",""jQuery:3.6.0""]",true,cloudfront,cdn,"[""18.173.5.37"",""18.173.5.13"",""18.173.5.70"",""18.173.5.115""]"
2026-01-16T19:53:03.834453294+01:00,docs.vis.dev1.autorola.com,18.173.5.44,443,GET,application/xml,https,https://docs.vis.dev1.autorola.com,/,,,403,,AmazonS3,"[""Amazon CloudFront"",""Amazon S3"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""18.173.5.49"",""18.173.5.41"",""18.173.5.44"",""18.173.5.25""]"
2026-01-16T19:53:03.837243266+01:00,docs.simauc.autorola.com,3.174.18.125,443,GET,text/xml,https,https://docs.simauc.autorola.com,/,,,403,,CloudFront,"[""Amazon CloudFront"",""Amazon Web Services"",""HTTP/3""]",true,cloudfront,cdn,"[""3.174.18.55"",""3.174.18.110"",""3.174.18.114"",""3.174.18.125""]"
2026-01-16T19:53:03.756693314+01:00,auction-me.prod1.autorola.com,18.173.5.37,443,GET,text/html,https,https://auction-me.prod1.autorola.com,/,,Online car auction - buy and sell cars,200,,nginx,"[""Amazon CloudFront"",""Amazon Web Services"",""HSTS"",""HTTP/3"",""Java"",""Lightbox"",""Nginx"",""Osano"",""jQuery UI:1.13.2"",""jQuery:3.6.0""]",true,cloudfront,cdn,"[""18.173.5.115"",""18.173.5.13"",""18.173.5.37"",""18.173.5.70""]"
